tcnumber,initdate,bestlat,bestlon,bestpres,bestwind,bestgale1,bestgale2,bestgale4,bestorm1,bestorm2,bestorm4
195101,1951022000,25,146,994,,0,0,0,0,0,0
195101,1951022006,27.6,150.6,994,,0,0,0,0,0,0
195101,1951022012,28.9,153.3,994,,0,0,0,0,0,0
195101,1951022018,31.3,157.5,992,,0,0,0,0,0,0
195101,1951022100,32.6,162.1,990,,0,0,0,0,0,0
195102,1951032018,8.2,169.5,980,,0,0,0,0,0,0
195102,1951032100,8.5,170.5,980,,0,0,0,0,0,0
195102,1951032106,8.8,171.6,978,,0,0,0,0,0,0
195102,1951032112,9.1,171.9,978,,0,0,0,0,0,0
195102,1951032118,9.4,172.2,978,,0,0,0,0,0,0
195102,1951032200,9.8,172.2,970,,0,0,0,0,0,0
195102,1951032206,10.2,172,970,,0,0,0,0,0,0
195102,1951032212,10.3,171.7,970,,0,0,0,0,0,0
195102,1951032218,10.5,171.4,970,,0,0,0,0,0,0
195102,1951032300,10.7,171.1,970,,0,0,0,0,0,0
195102,1951032306,11,170.7,975,,0,0,0,0,0,0
195102,1951032312,11.3,169.6,980,,0,0,0,0,0,0
195102,1951032318,11,168.4,985,,0,0,0,0,0,0
195102,1951032400,10.5,166.8,985,,0,0,0,0,0,0
195102,1951032406,10.3,165.2,985,,0,0,0,0,0,0
195102,1951032412,10.2,163.6,990,,0,0,0,0,0,0
195102,1951032418,10.3,162.6,995,,0,0,0,0,0,0
195102,1951032500,10.7,162.2,1000,,0,0,0,0,0,0
195103,1951041718,14.3,142.7,996,,0,0,0,0,0,0
195103,1951041800,15,142.5,995,,0,0,0,0,0,0
195103,1951041806,16,142.5,985,,0,0,0,0,0,0
195103,1951041812,16.2,142.2,985,,0,0,0,0,0,0
195103,1951041818,16,141.9,980,,0,0,0,0,0,0
195103,1951041900,15.8,141.6,990,,0,0,0,0,0,0
195103,1951041906,15.9,141,990,,0,0,0,0,0,0
195103,1951041912,15.9,140.2,990,,0,0,0,0,0,0
195103,1951041918,15.7,139.3,990,,0,0,0,0,0,0
195103,1951042000,15.3,138.2,990,,0,0,0,0,0,0
195103,1951042006,15.1,137,995,,0,0,0,0,0,0
195103,1951042012,14.8,136,995,,0,0,0,0,0,0
195103,1951042018,14.8,135.1,995,,0,0,0,0,0,0
195103,1951042100,14.7,134.3,997,,0,0,0,0,0,0
195103,1951042106,14.8,133.5,998,,0,0,0,0,0,0
195103,1951042112,14.8,132.8,998,,0,0,0,0,0,0
195103,1951042118,15,132,998,,0,0,0,0,0,0
195103,1951042200,15.1,131,998,,0,0,0,0,0,0
195103,1951042206,15.2,130.3,998,,0,0,0,0,0,0
195103,1951042212,15.5,129.4,1000,,0,0,0,0,0,0
195104,1951042918,7.6,142.4,1002,,0,0,0,0,0,0
195104,1951043000,8.1,141.7,1000,,0,0,0,0,0,0
195104,1951043006,8.1,140.7,998,,0,0,0,0,0,0
195104,1951043012,8.1,139.7,996,,0,0,0,0,0,0
195104,1951043018,8.5,138.7,994,,0,0,0,0,0,0
195104,1951050100,8.9,137.8,992,,0,0,0,0,0,0
195104,1951050106,9,136.8,987,,0,0,0,0,0,0
195104,1951050112,9.2,135.8,987,,0,0,0,0,0,0
195104,1951050118,9.6,135.1,987,,0,0,0,0,0,0
195104,1951050200,10.2,134.4,986,,0,0,0,0,0,0
195104,1951050206,10.5,134.1,984,,0,0,0,0,0,0
195104,1951050212,10.8,133.6,982,,0,0,0,0,0,0
195104,1951050218,11,132.9,970,,0,0,0,0,0,0
195104,1951050300,11,132.2,926,,0,0,0,0,0,0
195104,1951050306,10.9,131.9,912,,0,0,0,0,0,0
195104,1951050312,10.8,131.2,909,,0,0,0,0,0,0
195104,1951050318,11.4,130.4,909,,0,0,0,0,0,0
195104,1951050400,12.2,129.3,910,,0,0,0,0,0,0
195104,1951050406,11.9,127.8,909,,0,0,0,0,0,0
195104,1951050412,11.5,126.8,912,,0,0,0,0,0,0
195104,1951050418,11.5,125.6,919,,0,0,0,0,0,0
195104,1951050500,11.9,124.8,930,,0,0,0,0,0,0
195104,1951050506,12.5,124,941,,0,0,0,0,0,0
195104,1951050512,13,123.4,952,,0,0,0,0,0,0
195104,1951050518,13.6,122.7,964,,0,0,0,0,0,0
195104,1951050600,14,121.7,975,,0,0,0,0,0,0
195104,1951050606,14.3,120.6,984,,0,0,0,0,0,0
195104,1951050612,14.7,119.3,988,,0,0,0,0,0,0
195104,1951050618,15.3,118.4,988,,0,0,0,0,0,0
195104,1951050700,16.2,117.8,988,,0,0,0,0,0,0
195104,1951050706,17.2,118,986,,0,0,0,0,0,0
195104,1951050712,18.3,118.3,981,,0,0,0,0,0,0
195104,1951050718,19.1,118.7,978,,0,0,0,0,0,0
195104,1951050800,19.9,119.3,975,,0,0,0,0,0,0
195104,1951050806,21,120.3,974,,0,0,0,0,0,0
195104,1951050812,22.1,121.9,972,,0,0,0,0,0,0
195104,1951050818,23.2,123.6,970,,0,0,0,0,0,0
195104,1951050900,24,125.3,970,,0,0,0,0,0,0
195104,1951050906,25,128.1,976,,0,0,0,0,0,0
195104,1951050912,26.1,130.7,983,,0,0,0,0,0,0
195104,1951050918,26.7,133.3,990,,0,0,0,0,0,0
195104,1951051000,27,136,993,,0,0,0,0,0,0
195104,1951051006,27.7,139.9,995,,0,0,0,0,0,0
195104,1951051012,27.7,142.4,995,,0,0,0,0,0,0
195104,1951051018,27.5,144.5,995,,0,0,0,0,0,0
195104,1951051100,27.4,145.8,995,,0,0,0,0,0,0
195104,1951051106,28.2,143.7,995,,0,0,0,0,0,0
195105,1951050800,13.4,160.4,990,,0,0,0,0,0,0
195105,1951050806,13.7,160.7,980,,0,0,0,0,0,0
195105,1951050812,13.9,160.9,980,,0,0,0,0,0,0
195105,1951050818,14.1,161.1,985,,0,0,0,0,0,0
195105,1951050900,14.2,161.3,985,,0,0,0,0,0,0
195105,1951050906,13.7,161.1,985,,0,0,0,0,0,0
195105,1951050912,13.6,160.5,985,,0,0,0,0,0,0
195105,1951050918,13.6,159.8,988,,0,0,0,0,0,0
195105,1951051000,13.8,158.9,990,,0,0,0,0,0,0
195105,1951051006,14.2,157.8,993,,0,0,0,0,0,0
195105,1951051012,14.8,156.8,995,,0,0,0,0,0,0
195105,1951051018,15.5,155.9,1000,,0,0,0,0,0,0
195105,1951051100,16.6,155.4,1005,,0,0,0,0,0,0
195105,1951051106,17.6,155,1002,,0,0,0,0,0,0
195106,1951062906,19.3,126.9,994,,0,0,0,0,0,0
195106,1951062912,21.2,126.9,992,,0,0,0,0,0,0
195106,1951062918,22.6,128,990,,0,0,0,0,0,0
195106,1951063000,23.7,128.9,990,,0,0,0,0,0,0
195106,1951063006,25,129.3,988,,0,0,0,0,0,0
195106,1951063012,26.7,129.8,986,,0,0,0,0,0,0
195106,1951063018,28,130.6,983,,0,0,0,0,0,0
195106,1951070100,29.7,131,980,,0,0,0,0,0,0
195106,1951070106,31.2,131.6,975,,0,0,0,0,0,0
195106,1951070112,32.5,132.5,976,,0,0,0,0,0,0
195106,1951070118,33.8,133.8,985,,0,0,0,0,0,0
195106,1951070200,34.8,135,993,,0,0,0,0,0,0
195106,1951070206,35,137.5,995,,0,0,0,0,0,0
195107,1951070218,26.4,126.6,997,,0,0,0,0,0,0
195107,1951070300,27,127.5,997,,0,0,0,0,0,0
195107,1951070306,27.6,129,995,,0,0,0,0,0,0
195107,1951070312,28.5,130.2,992,,0,0,0,0,0,0
195107,1951070318,29,131,992,,0,0,0,0,0,0
195107,1951070400,29.5,131.7,993,,0,0,0,0,0,0
195107,1951070406,30,132.3,995,,0,0,0,0,0,0
195107,1951070412,30.5,133,997,,0,0,0,0,0,0
195107,1951070418,32,134.5,997,,0,0,0,0,0,0
195108,1951072412,30.6,136.3,1005,,0,0,0,0,0,0
195108,1951072418,31,136.3,1005,,0,0,0,0,0,0
195109,1951072606,10.5,140.4,963,,0,0,0,0,0,0
195109,1951072612,10.7,139.1,960,,0,0,0,0,0,0
195109,1951072618,11.4,137.7,956,,0,0,0,0,0,0
195109,1951072700,12.1,136.6,951,,0,0,0,0,0,0
195109,1951072706,12.8,135.4,947,,0,0,0,0,0,0
195109,1951072712,13.6,134.1,943,,0,0,0,0,0,0
195109,1951072718,13.7,132.7,940,,0,0,0,0,0,0
195109,1951072800,13.9,131.2,937,,0,0,0,0,0,0
195109,1951072806,14.2,130.2,935,,0,0,0,0,0,0
195109,1951072812,14.8,129.2,931,,0,0,0,0,0,0
195109,1951072818,15.3,128.2,929,,0,0,0,0,0,0
195109,1951072900,15.8,127.1,924,,0,0,0,0,0,0
195109,1951072906,15.8,125.3,911,,0,0,0,0,0,0
195109,1951072912,16.2,124,904,,0,0,0,0,0,0
195109,1951072918,16.6,123.1,904,,0,0,0,0,0,0
195109,1951073000,17.3,122.4,916,,0,0,0,0,0,0
195109,1951073006,17.9,121.7,935,,0,0,0,0,0,0
195109,1951073012,18.4,121,956,,0,0,0,0,0,0
195109,1951073018,19,120.2,971,,0,0,0,0,0,0
195109,1951073100,19.3,119.3,979,,0,0,0,0,0,0
195109,1951073106,19,118.5,980,,0,0,0,0,0,0
195109,1951073112,19.5,117.5,982,,0,0,0,0,0,0
195109,1951073118,20.2,116.8,983,,0,0,0,0,0,0
195109,1951080100,20.8,115.7,984,,0,0,0,0,0,0
195109,1951080106,20.7,114.2,984,,0,0,0,0,0,0
195109,1951080112,21.3,112.9,985,,0,0,0,0,0,0
195109,1951080118,21.6,112.2,985,,0,0,0,0,0,0
195109,1951080200,21.7,111.6,990,,0,0,0,0,0,0
195109,1951080206,22,110.7,990,,0,0,0,0,0,0
195110,1951081000,14,131,991,,0,0,0,0,0,0
195110,1951081006,14.6,130,989,,0,0,0,0,0,0
195110,1951081012,15,129,991,,0,0,0,0,0,0
195110,1951081018,15.4,127.6,995,,0,0,0,0,0,0
195111,1951081100,12.5,145.5,982,,0,0,0,0,0,0
195111,1951081106,13,145,981,,0,0,0,0,0,0
195111,1951081112,13.2,144.3,981,,0,0,0,0,0,0
195111,1951081118,13.4,143.5,982,,0,0,0,0,0,0
195111,1951081200,13.5,142.7,982,,0,0,0,0,0,0
195111,1951081206,13.5,142.1,983,,0,0,0,0,0,0
195111,1951081212,13.4,141.5,979,,0,0,0,0,0,0
195111,1951081218,13.4,140.8,972,,0,0,0,0,0,0
195111,1951081300,13.4,140.2,970,,0,0,0,0,0,0
195111,1951081306,13.6,139.4,967,,0,0,0,0,0,0
195111,1951081312,14.3,138.9,957,,0,0,0,0,0,0
195111,1951081318,15.3,138.8,942,,0,0,0,0,0,0
195111,1951081400,16.1,138.7,928,,0,0,0,0,0,0
195111,1951081406,17.1,138.3,920,,0,0,0,0,0,0
195111,1951081412,18.1,137.8,916,,0,0,0,0,0,0
195111,1951081418,18.9,137,914,,0,0,0,0,0,0
195111,1951081500,19.8,136,910,,0,0,0,0,0,0
195111,1951081506,20.7,134.5,887,,0,0,0,0,0,0
195111,1951081512,21,133.5,886,,0,0,0,0,0,0
195111,1951081518,21.2,132.7,900,,0,0,0,0,0,0
195111,1951081600,21.2,132,916,,0,0,0,0,0,0
195111,1951081606,20.7,131.3,925,,0,0,0,0,0,0
195111,1951081612,21.8,131.2,920,,0,0,0,0,0,0
195111,1951081618,22.7,131.1,919,,0,0,0,0,0,0
195111,1951081700,23.5,130.7,923,,0,0,0,0,0,0
195111,1951081706,24.2,130.2,930,,0,0,0,0,0,0
195111,1951081712,24.9,129.5,933,,0,0,0,0,0,0
195111,1951081718,25.8,128.8,935,,0,0,0,0,0,0
195111,1951081800,26.7,128.7,935,,0,0,0,0,0,0
195111,1951081806,27.4,128.5,935,,0,0,0,0,0,0
195111,1951081812,27.8,128.3,934,,0,0,0,0,0,0
195111,1951081818,28,128.2,934,,0,0,0,0,0,0
195111,1951081900,28.1,128.1,935,,0,0,0,0,0,0
195111,1951081906,28.7,127.6,937,,0,0,0,0,0,0
195111,1951081912,29.2,127.2,941,,0,0,0,0,0,0
195111,1951081918,29.6,126.5,950,,0,0,0,0,0,0
195111,1951082000,30,125.9,950,,0,0,0,0,0,0
195111,1951082006,30.6,125,944,,0,0,0,0,0,0
195111,1951082012,30.7,124.9,941,,0,0,0,0,0,0
195111,1951082018,30.8,124.9,941,,0,0,0,0,0,0
195111,1951082100,30.9,124.8,943,,0,0,0,0,0,0
195111,1951082106,31.2,124.2,947,,0,0,0,0,0,0
195111,1951082112,31.5,123.6,954,,0,0,0,0,0,0
195111,1951082118,32,123.5,960,,0,0,0,0,0,0
195111,1951082200,32.5,123.7,966,,0,0,0,0,0,0
195111,1951082206,33.2,124,973,,0,0,0,0,0,0
195111,1951082212,33.7,124.4,978,,0,0,0,0,0,0
195111,1951082218,34.3,125,983,,0,0,0,0,0,0
195111,1951082300,35.3,126.3,985,,0,0,0,0,0,0
195111,1951082306,37.8,127,985,,0,0,0,0,0,0
195111,1951082312,40,127.5,985,,0,0,0,0,0,0
195111,1951082318,41.5,129,985,,0,0,0,0,0,0
195111,1951082400,43,130.1,985,,0,0,0,0,0,0
195111,1951082406,45,131,987,,0,0,0,0,0,0
195111,1951082412,45.5,132.7,990,,0,0,0,0,0,0
195112,1951083006,17,131,990,,0,0,0,0,0,0
195112,1951083012,17.6,129.2,990,,0,0,0,0,0,0
195112,1951083018,17.6,127.7,989,,0,0,0,0,0,0
195112,1951083100,17.4,125.9,980,,0,0,0,0,0,0
195112,1951083106,17.3,125,980,,0,0,0,0,0,0
195112,1951083112,17.6,124,970,,0,0,0,0,0,0
195112,1951083118,17.8,123.3,970,,0,0,0,0,0,0
195112,1951090100,18,122.5,970,,0,0,0,0,0,0
195112,1951090106,18.3,121,975,,0,0,0,0,0,0
195112,1951090112,18.5,119.6,980,,0,0,0,0,0,0
195112,1951090118,18.6,117.6,980,,0,0,0,0,0,0
195112,1951090200,18.6,115.9,980,,0,0,0,0,0,0
195112,1951090206,19.2,114.1,980,,0,0,0,0,0,0
195112,1951090212,19.6,112.4,980,,0,0,0,0,0,0
195112,1951090218,19.7,111,980,,0,0,0,0,0,0
195112,1951090300,20,108,980,,0,0,0,0,0,0
195112,1951090306,20,106,980,,0,0,0,0,0,0
195112,1951090312,20,105.5,985,,0,0,0,0,0,0
195112,1951090318,20,105,990,,0,0,0,0,0,0
195112,1951090400,21,102.5,992,,0,0,0,0,0,0
195113,1951091600,13.8,131,998,,0,0,0,0,0,0
195113,1951091606,14.1,130.1,985,,0,0,0,0,0,0
195113,1951091612,14.4,129.3,985,,0,0,0,0,0,0
195113,1951091618,14.8,128.5,985,,0,0,0,0,0,0
195113,1951091700,15.3,127.7,985,,0,0,0,0,0,0
195113,1951091706,15.5,126.7,985,,0,0,0,0,0,0
195113,1951091712,16.3,126,985,,0,0,0,0,0,0
195113,1951091718,16.7,125.3,980,,0,0,0,0,0,0
195113,1951091800,17.3,124.7,980,,0,0,0,0,0,0
195113,1951091806,18.2,124,980,,0,0,0,0,0,0
195113,1951091812,19,123,980,,0,0,0,0,0,0
195113,1951091818,19.3,121.5,980,,0,0,0,0,0,0
195113,1951091900,19.2,120.6,980,,0,0,0,0,0,0
195113,1951091906,19,119.9,980,,0,0,0,0,0,0
195113,1951091912,19,118.6,980,,0,0,0,0,0,0
195113,1951091918,19.2,117.6,980,,0,0,0,0,0,0
195113,1951092000,19.5,116.4,980,,0,0,0,0,0,0
195113,1951092006,19.5,115.6,980,,0,0,0,0,0,0
195113,1951092012,19.4,114.6,980,,0,0,0,0,0,0
195113,1951092018,19.4,113.4,980,,0,0,0,0,0,0
195113,1951092100,19.4,112.5,990,,0,0,0,0,0,0
195113,1951092106,19.4,111.6,990,,0,0,0,0,0,0
195113,1951092112,19.5,110.6,990,,0,0,0,0,0,0
195113,1951092118,19.5,109.5,996,,0,0,0,0,0,0
195114,1951092500,20,117.5,995,,0,0,0,0,0,0
195114,1951092506,20.4,116.7,990,,0,0,0,0,0,0
195114,1951092512,21,117.1,990,,0,0,0,0,0,0
195114,1951092518,21.6,118.1,990,,0,0,0,0,0,0
195114,1951092600,22.2,119.4,980,,0,0,0,0,0,0
195114,1951092606,23,119.7,980,,0,0,0,0,0,0
195114,1951092612,23.5,120,980,,0,0,0,0,0,0
195114,1951092618,24,120.2,990,,0,0,0,0,0,0
195114,1951092700,24.5,120.5,995,,0,0,0,0,0,0
195114,1951092706,25,120.7,995,,0,0,0,0,0,0
195114,1951092712,26,121,998,,0,0,0,0,0,0
195114,1951092718,27,121.1,998,,0,0,0,0,0,0
195114,1951092800,28,121.2,998,,0,0,0,0,0,0
195114,1951092806,29,121.3,998,,0,0,0,0,0,0
195115,1951100900,14.2,139.8,993,,0,0,0,0,0,0
195115,1951100906,15,138.7,990,,0,0,0,0,0,0
195115,1951100912,15.7,137.9,988,,0,0,0,0,0,0
195115,1951100918,16.1,136.8,983,,0,0,0,0,0,0
195115,1951101000,16.3,135.7,978,,0,0,0,0,0,0
195115,1951101006,16.5,134.3,971,,0,0,0,0,0,0
195115,1951101012,17.1,133.5,965,,0,0,0,0,0,0
195115,1951101018,17.8,132.6,959,,0,0,0,0,0,0
195115,1951101100,18.2,131.7,953,,0,0,0,0,0,0
195115,1951101106,18.6,130.2,948,,0,0,0,0,0,0
195115,1951101112,19,129.6,940,,0,0,0,0,0,0
195115,1951101118,19.3,129.1,933,,0,0,0,0,0,0
195115,1951101200,19.6,128.5,928,,0,0,0,0,0,0
195115,1951101206,20,127.2,925,,0,0,0,0,0,0
195115,1951101212,20.6,126.5,924,,0,0,0,0,0,0
195115,1951101218,21.5,126,924,,0,0,0,0,0,0
195115,1951101300,22.3,126.1,924,,0,0,0,0,0,0
195115,1951101306,23.5,126.4,925,,0,0,0,0,0,0
195115,1951101312,24.5,126.3,926,,0,0,0,0,0,0
195115,1951101318,26.1,126.7,927,,0,0,0,0,0,0
195115,1951101400,27.9,127.6,929,,0,0,0,0,0,0
195115,1951101406,30,129.2,927,,0,0,0,0,0,0
195115,1951101412,32.7,130.8,952,,0,0,0,0,0,0
195115,1951101418,35.5,133,969,,0,0,0,0,0,0
195115,1951101500,37,136.5,972,,0,0,0,0,0,0
195115,1951101506,38.1,139.3,978,,0,0,0,0,0,0
195115,1951101512,39,145,978,,0,0,0,0,0,0
195115,1951101518,41,152,980,,0,0,0,0,0,0
195116,1951102300,24,155.3,990,,0,0,0,0,0,0
195116,1951102306,24.5,154.5,970,,0,0,0,0,0,0
195116,1951102312,24.8,153.5,970,,0,0,0,0,0,0
195116,1951102318,25.3,152.5,970,,0,0,0,0,0,0
195116,1951102400,25.7,151.6,970,,0,0,0,0,0,0
195116,1951102406,26.3,150.9,968,,0,0,0,0,0,0
195116,1951102412,27,150.7,965,,0,0,0,0,0,0
195116,1951102418,28,151,960,,0,0,0,0,0,0
195116,1951102500,29.3,153.1,962,,0,0,0,0,0,0
195116,1951102506,30.3,154.8,962,,0,0,0,0,0,0
195116,1951102512,31.5,156.4,964,,0,0,0,0,0,0
195116,1951102518,32.6,158.2,970,,0,0,0,0,0,0
195116,1951102600,33.6,160,970,,0,0,0,0,0,0
195116,1951102606,34.7,161.7,970,,0,0,0,0,0,0
195116,1951102612,35.5,163.5,970,,0,0,0,0,0,0
195116,1951102618,36,165.7,970,,0,0,0,0,0,0
195116,1951102700,36.4,167.8,970,,0,0,0,0,0,0
195116,1951102706,37.3,170,990,,0,0,0,0,0,0
195116,1951102712,40,174,995,,0,0,0,0,0,0
195116,1951102718,42,176,995,,0,0,0,0,0,0
195117,1951102706,14.2,149.1,980,,0,0,0,0,0,0
195117,1951102712,14.9,147.1,980,,0,0,0,0,0,0
195117,1951102718,15.6,145,980,,0,0,0,0,0,0
195117,1951102800,16.3,143,975,,0,0,0,0,0,0
195117,1951102806,17,141.5,960,,0,0,0,0,0,0
195117,1951102812,18.5,139.7,960,,0,0,0,0,0,0
195117,1951102818,20,138.2,960,,0,0,0,0,0,0
195117,1951102900,21.5,137,950,,0,0,0,0,0,0
195117,1951102906,23.4,136,950,,0,0,0,0,0,0
195117,1951102912,25,135.7,950,,0,0,0,0,0,0
195117,1951102918,26.8,136.8,950,,0,0,0,0,0,0
195117,1951103000,28.5,138.8,955,,0,0,0,0,0,0
195117,1951103006,30.5,141.2,960,,0,0,0,0,0,0
195117,1951103012,32.5,145,960,,0,0,0,0,0,0
195117,1951103018,34.3,149.4,960,,0,0,0,0,0,0
195117,1951103100,36.4,154.5,970,,0,0,0,0,0,0
195117,1951103106,37.6,160,970,,0,0,0,0,0,0
195117,1951103112,37.8,163,980,,0,0,0,0,0,0
195117,1951103118,38,166,980,,0,0,0,0,0,0
195117,1951110100,38,169.6,980,,0,0,0,0,0,0
195117,1951110106,38,173.2,990,,0,0,0,0,0,0
195117,1951110112,38,176.6,990,,0,0,0,0,0,0
195117,1951110118,38,180,990,,0,0,0,0,0,0
195117,1951110200,38,184,990,,0,0,0,0,0,0
195118,1951103100,28.6,141.3,998,,0,0,0,0,0,0
195118,1951103106,29.8,144.3,990,,0,0,0,0,0,0
195118,1951103112,30.7,147.4,990,,0,0,0,0,0,0
195118,1951103118,31.6,150.5,980,,0,0,0,0,0,0
195118,1951110100,32.7,154,980,,0,0,0,0,0,0
195118,1951110106,33.7,157.3,990,,0,0,0,0,0,0
195118,1951110112,34.6,160.3,990,,0,0,0,0,0,0
195119,1951111800,9.4,134.6,996,,0,0,0,0,0,0
195119,1951111806,9.7,133.4,990,,0,0,0,0,0,0
195119,1951111812,10.1,132.6,990,,0,0,0,0,0,0
195119,1951111818,10.5,131.7,990,,0,0,0,0,0,0
195119,1951111900,10.7,130.9,990,,0,0,0,0,0,0
195119,1951111906,10.7,130,990,,0,0,0,0,0,0
195119,1951111912,10.7,129.2,990,,0,0,0,0,0,0
195119,1951111918,10.7,128.3,985,,0,0,0,0,0,0
195119,1951112000,10.7,127.5,985,,0,0,0,0,0,0
195119,1951112006,11,126.3,985,,0,0,0,0,0,0
195119,1951112012,11.5,125.2,985,,0,0,0,0,0,0
195119,1951112018,12,124.3,985,,0,0,0,0,0,0
195119,1951112100,12.4,123.3,990,,0,0,0,0,0,0
195119,1951112106,12.6,122.5,990,,0,0,0,0,0,0
195119,1951112112,12.8,121.6,990,,0,0,0,0,0,0
195119,1951112118,13,120.7,990,,0,0,0,0,0,0
195119,1951112200,13.2,119.7,990,,0,0,0,0,0,0
195119,1951112206,13.4,118.8,990,,0,0,0,0,0,0
195119,1951112212,13.6,118,990,,0,0,0,0,0,0
195119,1951112218,14.2,117.2,990,,0,0,0,0,0,0
195119,1951112300,14.7,116.4,990,,0,0,0,0,0,0
195119,1951112306,15.1,115.9,990,,0,0,0,0,0,0
195119,1951112312,15.1,115.2,990,,0,0,0,0,0,0
195119,1951112318,15,114.6,990,,0,0,0,0,0,0
195119,1951112400,14.8,114,992,,0,0,0,0,0,0
195119,1951112406,14.6,113.4,992,,0,0,0,0,0,0
195119,1951112412,14.2,112.4,992,,0,0,0,0,0,0
195119,1951112418,13.8,111.5,992,,0,0,0,0,0,0
195119,1951112500,13.4,110.5,995,,0,0,0,0,0,0
195119,1951112506,13,109.5,995,,0,0,0,0,0,0
195119,1951112512,12.9,108.5,1000,,0,0,0,0,0,0
195119,1951112518,12.8,107.5,1000,,0,0,0,0,0,0
195119,1951112600,12.7,106.5,1005,,0,0,0,0,0,0
195120,1951120300,9,150.4,1000,,0,0,0,0,0,0
195120,1951120306,9.2,149.3,999,,0,0,0,0,0,0
195120,1951120312,9.1,148.3,999,,0,0,0,0,0,0
195120,1951120318,9,147.3,999,,0,0,0,0,0,0
195120,1951120400,9,146.4,998,,0,0,0,0,0,0
195120,1951120406,9.3,145.6,998,,0,0,0,0,0,0
195120,1951120412,9.5,144,998,,0,0,0,0,0,0
195120,1951120418,9.7,142.5,998,,0,0,0,0,0,0
195120,1951120500,10,141,998,,0,0,0,0,0,0
195120,1951120506,11.3,139,995,,0,0,0,0,0,0
195120,1951120512,11.7,137.5,995,,0,0,0,0,0,0
195120,1951120518,11.8,136,980,,0,0,0,0,0,0
195120,1951120600,12,134.5,970,,0,0,0,0,0,0
195120,1951120606,11.9,133.5,950,,0,0,0,0,0,0
195120,1951120612,11.9,132.9,950,,0,0,0,0,0,0
195120,1951120618,11.9,132.3,950,,0,0,0,0,0,0
195120,1951120700,11.9,131.7,950,,0,0,0,0,0,0
195120,1951120706,12,131.2,950,,0,0,0,0,0,0
195120,1951120712,12,130.6,950,,0,0,0,0,0,0
195120,1951120718,12,130,950,,0,0,0,0,0,0
195120,1951120800,12,129.3,950,,0,0,0,0,0,0
195120,1951120806,12,128.6,950,,0,0,0,0,0,0
195120,1951120812,11.7,127.9,950,,0,0,0,0,0,0
195120,1951120818,11.4,127.3,950,,0,0,0,0,0,0
195120,1951120900,11.1,126.8,950,,0,0,0,0,0,0
195120,1951120906,11,125.6,950,,0,0,0,0,0,0
195120,1951120912,10.8,124.7,950,,0,0,0,0,0,0
195120,1951120918,10.7,123.7,960,,0,0,0,0,0,0
195120,1951121000,10.6,122.8,960,,0,0,0,0,0,0
195120,1951121006,10.5,121.7,960,,0,0,0,0,0,0
195120,1951121012,10.5,120.9,960,,0,0,0,0,0,0
195120,1951121018,10.6,120.1,960,,0,0,0,0,0,0
195120,1951121100,10.7,119.5,960,,0,0,0,0,0,0
195120,1951121106,10.8,119,970,,0,0,0,0,0,0
195120,1951121112,11,118.6,968,,0,0,0,0,0,0
195120,1951121118,11.3,118.3,968,,0,0,0,0,0,0
195120,1951121200,11.6,118.2,968,,0,0,0,0,0,0
195120,1951121206,11.7,118.3,968,,0,0,0,0,0,0
195120,1951121212,11.7,118.5,970,,0,0,0,0,0,0
195120,1951121218,12,118.6,975,,0,0,0,0,0,0
195120,1951121300,12.3,118.6,980,,0,0,0,0,0,0
195120,1951121306,12.4,118.5,985,,0,0,0,0,0,0
195120,1951121312,12.7,118.3,985,,0,0,0,0,0,0
195120,1951121318,12.5,118.2,990,,0,0,0,0,0,0
195120,1951121400,12.2,118.2,990,,0,0,0,0,0,0
195120,1951121406,12,118.3,990,,0,0,0,0,0,0
195120,1951121412,11.7,118.3,990,,0,0,0,0,0,0
195120,1951121418,11.6,118.2,990,,0,0,0,0,0,0
195120,1951121500,11.5,118.1,990,,0,0,0,0,0,0
195120,1951121506,11.3,117.6,990,,0,0,0,0,0,0
195120,1951121512,11.2,117.2,995,,0,0,0,0,0,0
195120,1951121518,11.2,116.8,995,,0,0,0,0,0,0
195120,1951121600,11.1,116.5,995,,0,0,0,0,0,0
195120,1951121606,10.7,115.7,995,,0,0,0,0,0,0
195120,1951121612,10.6,114.8,995,,0,0,0,0,0,0
195120,1951121618,10.6,114,995,,0,0,0,0,0,0
195120,1951121700,10.7,113.3,995,,0,0,0,0,0,0
195120,1951121706,11,112.5,1000,,0,0,0,0,0,0
195121,1951121106,9.3,137.8,990,,0,0,0,0,0,0
195121,1951121112,9.8,136.6,990,,0,0,0,0,0,0
195121,1951121118,10.6,135.4,990,,0,0,0,0,0,0
195121,1951121200,11.4,134.2,990,,0,0,0,0,0,0
195121,1951121206,12.2,133,990,,0,0,0,0,0,0
195121,1951121212,12.7,132.5,990,,0,0,0,0,0,0
195121,1951121218,13.3,132,985,,0,0,0,0,0,0
195121,1951121300,13.8,131.4,985,,0,0,0,0,0,0
195121,1951121306,14.4,131,980,,0,0,0,0,0,0
195121,1951121312,14.9,130.7,980,,0,0,0,0,0,0
195121,1951121318,15.4,130.7,980,,0,0,0,0,0,0
195121,1951121400,16,130.7,980,,0,0,0,0,0,0
195121,1951121406,17.6,132.3,980,,0,0,0,0,0,0
195121,1951121412,18.2,133.5,980,,0,0,0,0,0,0
195121,1951121418,18.3,135,980,,0,0,0,0,0,0
195121,1951121500,18.7,136.5,980,,0,0,0,0,0,0
